TransactionID,AccountNumber,TransactionType,Amount,TransactionDate,BranchCode,Currency,TransactionTime,TransactionStatus,Channel,IsInternational,Fees,TransactionCategory,GeoLocation
391,436828,Withdrawal,7656.10574911084,2024-01-26 00:00:00,275,GBP,13,Completed,ATM,Yes,2.5,Cash Withdrawal,"52.5200,13.4050"
392,772662,Payment,2990.19520488433,2024-01-27 00:00:00,169,GBP,5,Completed,POS,Yes,1.5,Shopping,"40.7128,-74.0060"
393,356567,Transfer,239.667529609522,2024-01-28 00:00:00,224,EUR,6,Completed,Mobile App,No,1,Loan Payment,"52.5200,13.4050"
394,798998,Payment,8493.91561083522,2024-01-29 00:00:00,131,JPY,4,Completed,POS,Yes,1.5,Utility,"51.5074,-0.1278"
395,717964,Payment,3394.39200078155,2024-01-30 00:00:00,361,EUR,15,Pending,Mobile App,Yes,1,,"40.7128,-74.0060"
396,463702,Transfer,9267.14354322492,2024-01-31 00:00:00,211,USD,14,Completed,POS,Yes,1.5,,"35.6895,139.6917"
397,961561,Withdrawal,824.289301725008,2024-02-01 00:00:00,232,EUR,15,Completed,ATM,Yes,2.5,Cash Withdrawal,"-33.8688,151.2093"
398,489894,Payment,5697.25819198926,2024-02-02 00:00:00,473,JPY,17,Completed,POS,Yes,1.5,Utility,"52.5200,13.4050"
399,784085,Transfer,6225.9321342888,2024-02-03 00:00:00,413,EUR,2,Completed,Online Banking,Yes,0,Loan Payment,"35.6895,139.6917"
400,791852,Withdrawal,7351.30254992407,2024-02-04 00:00:00,319,JPY,7,Completed,,No,2.5,Cash Withdrawal,"35.6895,139.6917"
401,702068,Payment,4877.76755955775,2024-02-05 00:00:00,322,JPY,19,Completed,POS,Yes,1.5,Utility,"-33.8688,151.2093"
402,442459,,658.548030461378,2024-02-06 00:00:00,79,JPY,14,Completed,Mobile App,Yes,1,Loan Payment,"40.7128,-74.0060"
403,491658,Withdrawal,5263.43724154364,2024-02-07 00:00:00,117,EUR,20,Completed,ATM,Yes,,Cash Withdrawal,"40.7128,-74.0060"
404,332804,Transfer,1737.89310677377,2024-02-08 00:00:00,205,JPY,11,Completed,Branch,Yes,5,Loan Payment,"51.5074,-0.1278"
405,653729,Payment,3801.39167037996,2024-02-09 00:00:00,362,USD,16,Completed,Mobile App,Yes,1,Utility,"-33.8688,151.2093"
406,747722,Payment,985.843500850206,2024-02-10 00:00:00,196,USD,21,Completed,POS,Yes,1.5,Utility,"-33.8688,151.2093"
407,948190,Withdrawal,7553.60117444797,2024-02-11 00:00:00,116,USD,17,Completed,ATM,Yes,2.5,Cash Withdrawal,"51.5074,-0.1278"
408,807233,Deposit,6409.51538464592,2024-02-12 00:00:00,109,GBP,14,Completed,,Yes,0,Salary,"35.6895,139.6917"
409,194028,Payment,9480.47386465364,2024-02-13 00:00:00,367,JPY,9,Completed,POS,No,1.5,Utility,
410,470701,Deposit,2436.08352932078,2024-02-14 00:00:00,210,GBP,22,Completed,Branch,Yes,5,Salary,"-33.8688,151.2093"
411,190031,Deposit,2063.70983401482,2024-02-15 00:00:00,109,EUR,2,,Online Banking,Yes,0,,"51.5074,-0.1278"
412,647981,Payment,9887.54377529173,2024-02-16 00:00:00,247,EUR,21,Completed,Mobile App,Yes,1,Shopping,"-33.8688,151.2093"
413,875740,Transfer,9985.65239015753,2024-02-17 00:00:00,88,EUR,2,Completed,Branch,Yes,5,Loan Payment,"35.6895,139.6917"
414,370251,Transfer,900.697043822701,2024-02-18 00:00:00,306,USD,5,Completed,Branch,Yes,5,Loan Payment,"51.5074,-0.1278"
415,826341,Transfer,8642.33223493969,2024-02-19 00:00:00,290,EUR,4,Completed,Mobile App,Yes,1,Loan Payment,"35.6895,139.6917"
416,871591,Deposit,7167.50061340913,2024-02-20 00:00:00,396,GBP,11,,Online Banking,Yes,0,Salary,"52.5200,13.4050"
417,648353,Withdrawal,6806.62547748478,2024-02-21 00:00:00,396,GBP,8,Completed,ATM,Yes,2.5,Cash Withdrawal,"52.5200,13.4050"
418,894079,Payment,9196.78364533437,2024-02-22 00:00:00,167,EUR,4,Completed,Mobile App,Yes,1,Travel,"-33.8688,151.2093"
419,119466,Deposit,9304.08366856021,2024-02-23 00:00:00,439,JPY,12,Completed,Online Banking,Yes,0,Salary,"52.5200,13.4050"
420,495448,Withdrawal,7519.04221261471,2024-02-24 00:00:00,231,USD,22,Completed,ATM,Yes,2.5,Cash Withdrawal,"51.5074,-0.1278"
421,953429,Withdrawal,9498.46793704052,2024-02-25 00:00:00,470,JPY,2,Pending,ATM,Yes,2.5,Cash Withdrawal,"40.7128,-74.0060"
422,541459,Deposit,208.404259941138,2024-02-26 00:00:00,405,EUR,1,Completed,Online Banking,Yes,0,Salary,"-33.8688,151.2093"
423,694043,Payment,3595.6784183064,2024-02-27 00:00:00,53,EUR,4,Completed,POS,No,1.5,Utility,"52.5200,13.4050"
424,313522,Payment,4106.0420390826,2024-02-28 00:00:00,34,USD,15,Completed,Mobile App,Yes,1,Travel,"51.5074,-0.1278"
425,672321,Payment,,2024-02-29 00:00:00,15,USD,19,Completed,POS,No,1.5,Shopping,"40.7128,-74.0060"
426,450020,Withdrawal,2710.07574533863,2024-03-01 00:00:00,239,GBP,21,Failed,ATM,Yes,2.5,Cash Withdrawal,"40.7128,-74.0060"
427,655084,Payment,3290.24348163141,2024-03-02 00:00:00,497,JPY,16,Completed,POS,Yes,1.5,Utility,"-33.8688,151.2093"
428,865289,Payment,1075.29667309105,2024-03-03 00:00:00,165,GBP,16,Completed,POS,Yes,1.5,Travel,"40.7128,-74.0060"
429,953005,Transfer,7551.91735376747,2024-03-04 00:00:00,57,USD,12,Completed,POS,,1.5,Loan Payment,"35.6895,139.6917"
430,734519,Transfer,345.045580974656,2024-03-05 00:00:00,97,USD,16,Completed,POS,Yes,1.5,Loan Payment,"35.6895,139.6917"
431,231752,Deposit,9487.11461146734,2024-03-06 00:00:00,354,EUR,15,Pending,Online Banking,Yes,0,Salary,"35.6895,139.6917"
432,401510,Withdrawal,5459.55135263736,2024-03-07 00:00:00,372,GBP,2,Completed,ATM,Yes,2.5,Cash Withdrawal,"35.6895,139.6917"
433,857121,,2606.02408321808,2024-03-08 00:00:00,108,EUR,7,Completed,Mobile App,Yes,1,Loan Payment,"51.5074,-0.1278"
434,698483,Withdrawal,701.977589946709,2024-03-09 00:00:00,404,GBP,9,Completed,ATM,No,2.5,Cash Withdrawal,"51.5074,-0.1278"
435,561648,Withdrawal,6832.64955562657,2024-03-10 00:00:00,47,USD,15,Pending,ATM,Yes,2.5,Cash Withdrawal,"-33.8688,151.2093"
436,839173,Transfer,3390.27669748895,2024-03-11 00:00:00,190,USD,7,Completed,ATM,Yes,2.5,Loan Payment,"52.5200,13.4050"
437,771223,Deposit,3055.68061186572,2024-03-12 00:00:00,473,USD,2,Completed,Online Banking,Yes,0,Salary,"-33.8688,151.2093"
438,940376,Transfer,4989.48509625181,2024-03-13 00:00:00,286,USD,11,Completed,Branch,Yes,5,Loan Payment,"-33.8688,151.2093"
439,370725,Withdrawal,8708.87152114628,2024-03-14 00:00:00,398,JPY,8,Completed,ATM,Yes,2.5,Cash Withdrawal,"51.5074,-0.1278"
440,161495,Payment,4827.49390889142,2024-03-15 00:00:00,210,EUR,10,Completed,Mobile App,Yes,1,Travel,"35.6895,139.6917"
441,525528,,,2024-03-16 00:00:00,130,JPY,9,Completed,Online Banking,Yes,0,,"-33.8688,151.2093"
442,498136,Transfer,1866.53716188951,2024-03-17 00:00:00,31,JPY,7,Completed,POS,Yes,1.5,Loan Payment,"52.5200,13.4050"
443,587579,Transfer,5195.18005473049,2024-03-18 00:00:00,392,GBP,23,Completed,POS,Yes,1.5,Loan Payment,"52.5200,13.4050"
444,242551,Transfer,6135.76221983476,2024-03-19 00:00:00,217,JPY,18,Completed,Mobile App,Yes,1,Loan Payment,"52.5200,13.4050"
445,945486,Deposit,6529.31345573064,2024-03-20 00:00:00,380,JPY,7,Completed,Branch,Yes,5,Salary,"40.7128,-74.0060"
446,887245,Transfer,3406.45734147164,2024-03-21 00:00:00,410,EUR,20,Completed,Online Banking,No,0,Loan Payment,
447,392326,Payment,,2024-03-22 00:00:00,207,GBP,20,Completed,POS,Yes,1.5,Utility,"35.6895,139.6917"
448,582701,Deposit,7932.85328163334,2024-03-23 00:00:00,90,EUR,8,Completed,Online Banking,,0,Salary,
449,879612,Payment,9091.179705152,2024-03-24 00:00:00,328,EUR,19,Reversed,Mobile App,No,1,Shopping,"52.5200,13.4050"
450,885824,Deposit,7901.78356439041,2024-03-25 00:00:00,38,USD,15,Completed,,No,5,Salary,"40.7128,-74.0060"
451,232728,Withdrawal,4584.98532892922,2024-03-26 00:00:00,206,JPY,12,Completed,ATM,Yes,2.5,Cash Withdrawal,"40.7128,-74.0060"
452,389748,,5118.1312129888,2024-03-27 00:00:00,471,GBP,9,Completed,Mobile App,No,1,Loan Payment,"51.5074,-0.1278"
453,610011,Deposit,6817.25494119632,2024-03-28 00:00:00,149,EUR,12,Completed,Branch,Yes,5,Salary,"35.6895,139.6917"
454,859112,Withdrawal,3875.27469397457,2024-03-29 00:00:00,133,USD,19,Completed,ATM,No,2.5,Cash Withdrawal,"40.7128,-74.0060"
455,834282,Withdrawal,8787.64728060674,2024-03-30 00:00:00,127,GBP,22,Completed,ATM,Yes,2.5,Cash Withdrawal,"35.6895,139.6917"
456,393763,Transfer,4697.12021512787,2024-03-31 00:00:00,84,USD,6,Completed,Mobile App,Yes,1,Loan Payment,"52.5200,13.4050"
457,804679,Withdrawal,3648.69298815162,2024-04-01 00:00:00,417,GBP,18,Completed,ATM,Yes,2.5,Cash Withdrawal,"52.5200,13.4050"
458,659057,Transfer,722.822339792431,2024-04-02 00:00:00,252,USD,2,Completed,Mobile App,Yes,1,Loan Payment,"52.5200,13.4050"
459,101574,Transfer,8392.16244094803,2024-04-03 00:00:00,344,EUR,13,Pending,Mobile App,Yes,1,Loan Payment,"35.6895,139.6917"
460,731899,Transfer,446.46429757228,2024-04-04 00:00:00,362,GBP,8,Completed,,Yes,5,Loan Payment,"-33.8688,151.2093"
461,606765,Deposit,8751.32020129962,2024-04-05 00:00:00,399,EUR,11,Completed,Branch,Yes,5,Salary,"35.6895,139.6917"
462,418213,Transfer,7992.01671790652,2024-04-06 00:00:00,349,JPY,6,Completed,Branch,Yes,5,Loan Payment,"51.5074,-0.1278"
463,794053,Deposit,481.915285524882,2024-04-07 00:00:00,296,EUR,21,Pending,Online Banking,Yes,0,Salary,"35.6895,139.6917"
464,456843,Payment,,2024-04-08 00:00:00,408,USD,3,Completed,Mobile App,Yes,1,Utility,"52.5200,13.4050"
465,802938,Transfer,3381.93428801581,2024-04-09 00:00:00,472,EUR,16,Completed,Mobile App,,1,Loan Payment,"40.7128,-74.0060"
466,979666,Payment,3587.65225362412,2024-04-10 00:00:00,477,USD,4,Completed,Mobile App,Yes,1,Travel,"52.5200,13.4050"
467,860006,Deposit,5130.00810544792,2024-04-11 00:00:00,316,JPY,5,Completed,Online Banking,Yes,0,Salary,"51.5074,-0.1278"
468,340617,Payment,,2024-04-12 00:00:00,362,EUR,2,Completed,Mobile App,Yes,1,Travel,"35.6895,139.6917"
469,151108,Withdrawal,9302.70720130754,2024-04-13 00:00:00,456,JPY,8,,ATM,Yes,2.5,Cash Withdrawal,"51.5074,-0.1278"
470,950146,Withdrawal,8482.31380973655,2024-04-14 00:00:00,71,GBP,15,Completed,ATM,Yes,2.5,Cash Withdrawal,"35.6895,139.6917"
471,453812,Transfer,3272.88860280896,2024-04-15 00:00:00,199,JPY,14,Completed,Mobile App,Yes,1,Loan Payment,"52.5200,13.4050"
472,701729,,7342.59833939652,2024-04-16 00:00:00,295,USD,15,Failed,ATM,Yes,2.5,Loan Payment,"35.6895,139.6917"
473,861903,Deposit,1571.09532191583,2024-04-17 00:00:00,285,USD,15,Completed,Online Banking,Yes,0,Salary,"-33.8688,151.2093"
474,907801,Payment,,2024-04-18 00:00:00,282,JPY,5,Completed,POS,Yes,1.5,Travel,"40.7128,-74.0060"
475,656347,Transfer,2214.61047293778,2024-04-19 00:00:00,259,USD,12,Completed,Mobile App,Yes,1,Loan Payment,"51.5074,-0.1278"
476,170990,Withdrawal,7115.54383486314,2024-04-20 00:00:00,442,GBP,9,Completed,ATM,Yes,2.5,Cash Withdrawal,"40.7128,-74.0060"
477,912337,Withdrawal,6677.80639773368,2024-04-21 00:00:00,312,USD,7,Completed,ATM,Yes,2.5,Cash Withdrawal,"51.5074,-0.1278"
478,464185,,2430.41275482511,2024-04-22 00:00:00,331,GBP,3,Completed,Branch,Yes,,,"52.5200,13.4050"
479,993875,Withdrawal,9531.71054223906,2024-04-23 00:00:00,450,JPY,19,Completed,ATM,Yes,2.5,Cash Withdrawal,"40.7128,-74.0060"
480,713631,Transfer,1756.92880578508,2024-04-24 00:00:00,435,GBP,5,,Mobile App,Yes,1,Loan Payment,"35.6895,139.6917"
481,299893,Transfer,8296.14316225516,2024-04-25 00:00:00,497,GBP,16,Completed,POS,,1.5,Loan Payment,"-33.8688,151.2093"
482,417627,Transfer,3664.0794487905,2024-04-26 00:00:00,282,EUR,9,Completed,Online Banking,Yes,0,Loan Payment,"51.5074,-0.1278"
483,833513,Payment,1832.71781759459,2024-04-27 00:00:00,232,EUR,12,Completed,POS,Yes,1.5,Travel,"-33.8688,151.2093"
484,222498,Deposit,6576.75690237151,2024-04-28 00:00:00,382,EUR,7,Completed,Branch,Yes,,Salary,"-33.8688,151.2093"
485,892138,Payment,8112.53797655545,2024-04-29 00:00:00,186,GBP,1,Completed,Mobile App,Yes,1,Travel,"-33.8688,151.2093"
486,645634,Transfer,3729.76399912393,2024-04-30 00:00:00,15,GBP,1,Failed,Branch,,5,Loan Payment,"51.5074,-0.1278"
487,240262,Payment,5741.31039542609,2024-05-01 00:00:00,1,GBP,18,Pending,Mobile App,,1,Utility,"40.7128,-74.0060"
488,590599,Withdrawal,8048.15170850333,2024-05-02 00:00:00,349,USD,21,Completed,ATM,Yes,2.5,Cash Withdrawal,"51.5074,-0.1278"
489,571485,Withdrawal,5786.15084365284,2024-05-03 00:00:00,440,GBP,20,Completed,ATM,No,2.5,Cash Withdrawal,
490,931618,Withdrawal,175.935920359581,2024-05-04 00:00:00,404,EUR,18,Completed,ATM,No,2.5,Cash Withdrawal,"52.5200,13.4050"
491,334321,Payment,6189.31375659514,2024-05-05 00:00:00,391,EUR,14,Completed,POS,Yes,1.5,Utility,"51.5074,-0.1278"
492,207167,Withdrawal,7494.1766460136,2024-05-06 00:00:00,496,JPY,8,,,Yes,2.5,Cash Withdrawal,"-33.8688,151.2093"
493,764347,Deposit,7810.35266741249,2024-05-07 00:00:00,396,EUR,17,Completed,Branch,Yes,5,Salary,"35.6895,139.6917"
494,628322,Deposit,2857.89429039777,2024-05-08 00:00:00,16,JPY,8,Completed,Branch,No,5,Salary,"35.6895,139.6917"
495,344720,Withdrawal,7535.90991435424,2024-05-09 00:00:00,328,USD,13,Completed,ATM,Yes,2.5,Cash Withdrawal,"35.6895,139.6917"
496,394891,Deposit,5428.48018986353,2024-05-10 00:00:00,177,USD,2,Completed,Branch,Yes,5,Salary,"-33.8688,151.2093"
497,579616,Withdrawal,3506.64818630607,2024-05-11 00:00:00,3,GBP,10,Completed,ATM,Yes,2.5,Cash Withdrawal,
498,449205,Withdrawal,4673.87608992683,2024-05-12 00:00:00,125,GBP,1,Failed,ATM,No,2.5,Cash Withdrawal,"51.5074,-0.1278"
499,762548,Transfer,1341.30226506302,2024-05-13 00:00:00,423,EUR,16,Reversed,Mobile App,No,1,Loan Payment,"52.5200,13.4050"
500,323532,Withdrawal,8800.11439895029,2024-05-14 00:00:00,369,EUR,7,Pending,ATM,Yes,2.5,Cash Withdrawal,"40.7128,-74.0060"
501,920011,Deposit,1944.3847700191,2024-05-15 00:00:00,236,USD,7,Completed,Online Banking,Yes,0,Salary,"-33.8688,151.2093"
502,367523,Deposit,5838.14049719722,2024-05-16 00:00:00,465,JPY,6,Completed,Online Banking,No,0,Salary,"35.6895,139.6917"
503,147377,Transfer,3553.30912606601,2024-05-17 00:00:00,264,USD,11,Completed,Mobile App,Yes,1,Loan Payment,"35.6895,139.6917"
504,819952,Deposit,5241.26101432009,2024-05-18 00:00:00,131,JPY,21,Completed,Online Banking,No,0,Salary,
505,148155,Deposit,3879.13013607115,2024-05-19 00:00:00,359,GBP,8,Completed,Branch,No,5,Salary,"51.5074,-0.1278"
506,943117,Deposit,6491.80480340631,2024-05-20 00:00:00,335,USD,1,Completed,,Yes,0,Salary,"-33.8688,151.2093"
507,344741,Transfer,4769.31847695038,2024-05-21 00:00:00,155,EUR,7,Completed,Branch,Yes,5,Loan Payment,"51.5074,-0.1278"
508,619305,Payment,2556.03501781802,2024-05-22 00:00:00,223,USD,13,Pending,,Yes,1.5,Travel,"52.5200,13.4050"
509,451536,Deposit,6111.95011047696,2024-05-23 00:00:00,323,EUR,7,Completed,Online Banking,Yes,0,Salary,"40.7128,-74.0060"
510,147745,Payment,6960.62504694579,2024-05-24 00:00:00,301,JPY,14,Completed,POS,Yes,1.5,Utility,"51.5074,-0.1278"
511,731317,Transfer,6387.76700020452,2024-05-25 00:00:00,66,EUR,11,Completed,Online Banking,Yes,0,Loan Payment,"35.6895,139.6917"
512,530894,Withdrawal,3619.01401657749,2024-05-26 00:00:00,152,GBP,11,Completed,ATM,Yes,2.5,Cash Withdrawal,"52.5200,13.4050"
513,719248,Withdrawal,2441.92413759513,2024-05-27 00:00:00,219,GBP,1,Completed,ATM,Yes,,Cash Withdrawal,"40.7128,-74.0060"
514,629678,Deposit,664.597936712285,2024-05-28 00:00:00,482,USD,16,Completed,Online Banking,Yes,,Salary,"-33.8688,151.2093"
515,296200,Payment,1524.75484227994,2024-05-29 00:00:00,372,USD,4,Pending,POS,No,1.5,Shopping,"40.7128,-74.0060"
516,943383,Deposit,9374.91507986929,2024-05-30 00:00:00,248,USD,6,Completed,Branch,Yes,5,Salary,"51.5074,-0.1278"
517,983854,Deposit,7339.44843541609,2024-05-31 00:00:00,477,EUR,21,Completed,Online Banking,Yes,0,Salary,"-33.8688,151.2093"
518,372756,Transfer,7468.21432325965,2024-06-01 00:00:00,354,JPY,13,Completed,Mobile App,Yes,1,Loan Payment,"52.5200,13.4050"
519,476299,Withdrawal,5827.45420153721,2024-06-02 00:00:00,475,USD,11,Completed,ATM,Yes,2.5,Cash Withdrawal,"35.6895,139.6917"
520,100406,Transfer,4825.03538170901,2024-06-03 00:00:00,171,JPY,17,Pending,Mobile App,Yes,1,Loan Payment,"51.5074,-0.1278"
521,783385,Payment,,2024-06-04 00:00:00,39,EUR,18,Completed,POS,Yes,1.5,Shopping,"40.7128,-74.0060"
522,386867,Deposit,6182.65210074145,2024-06-05 00:00:00,106,EUR,21,Completed,Branch,Yes,5,Salary,"-33.8688,151.2093"
523,162558,Withdrawal,138.77798600755,2024-06-06 00:00:00,94,GBP,7,Completed,ATM,Yes,2.5,Cash Withdrawal,"40.7128,-74.0060"
524,763996,Deposit,8066.32972552074,2024-06-07 00:00:00,431,JPY,10,Completed,Branch,No,5,Salary,"35.6895,139.6917"
525,748938,Deposit,8965.80196973732,2024-06-08 00:00:00,344,USD,4,Completed,Branch,Yes,5,Salary,"35.6895,139.6917"
526,925564,Payment,8046.39878868375,2024-06-09 00:00:00,98,EUR,18,Completed,Mobile App,Yes,1,Shopping,"-33.8688,151.2093"
527,182624,,6882.67285250418,2024-06-10 00:00:00,186,EUR,5,Completed,Mobile App,Yes,1,Loan Payment,"51.5074,-0.1278"
528,920306,,7908.62758982829,2024-06-11 00:00:00,156,GBP,15,Completed,POS,Yes,1.5,Loan Payment,"35.6895,139.6917"
529,740508,Withdrawal,8667.33374443851,2024-06-12 00:00:00,242,JPY,2,Completed,ATM,No,2.5,Cash Withdrawal,"35.6895,139.6917"
530,979900,Withdrawal,8687.36015321133,2024-06-13 00:00:00,88,USD,12,Completed,ATM,Yes,2.5,Cash Withdrawal,"52.5200,13.4050"
531,294326,Deposit,9560.23131188679,2024-06-14 00:00:00,459,GBP,15,Completed,,Yes,0,Salary,"-33.8688,151.2093"
532,658379,Deposit,9091.39548390238,2024-06-15 00:00:00,326,JPY,18,Completed,Branch,Yes,5,Salary,"-33.8688,151.2093"
533,752415,Withdrawal,500.131363153859,2024-06-16 00:00:00,164,GBP,1,Completed,ATM,Yes,2.5,Cash Withdrawal,"52.5200,13.4050"
534,159252,Deposit,8615.61424794135,2024-06-17 00:00:00,389,USD,11,Completed,Branch,Yes,5,Salary,"-33.8688,151.2093"
535,330308,Transfer,8544.58008455238,2024-06-18 00:00:00,286,GBP,23,Completed,Mobile App,Yes,1,Loan Payment,"40.7128,-74.0060"
536,552637,Withdrawal,3882.94480390285,2024-06-19 00:00:00,222,JPY,17,Completed,ATM,No,2.5,Cash Withdrawal,"35.6895,139.6917"
537,784176,Deposit,2071.92955613802,2024-06-20 00:00:00,107,USD,22,Completed,Online Banking,Yes,0,Salary,"-33.8688,151.2093"
538,163358,Withdrawal,2902.62750086847,2024-06-21 00:00:00,356,JPY,13,Completed,ATM,No,2.5,Cash Withdrawal,"35.6895,139.6917"
539,502535,,5045.61258976231,2024-06-22 00:00:00,218,EUR,5,Completed,Branch,Yes,5,Loan Payment,"51.5074,-0.1278"
540,536027,Transfer,9944.65749668488,2024-06-23 00:00:00,55,EUR,12,Completed,ATM,No,2.5,Loan Payment,"52.5200,13.4050"
541,576798,Payment,1618.26819882022,2024-06-24 00:00:00,495,USD,3,,POS,Yes,1.5,Travel,"52.5200,13.4050"
542,886201,Transfer,2046.3488722006,2024-06-25 00:00:00,190,EUR,19,Completed,Online Banking,Yes,0,Loan Payment,"35.6895,139.6917"
543,987854,Deposit,5931.96030688458,2024-06-26 00:00:00,225,EUR,1,Completed,Branch,Yes,5,Salary,"35.6895,139.6917"
544,274020,Withdrawal,,2024-06-27 00:00:00,328,USD,19,Completed,ATM,No,2.5,Cash Withdrawal,"40.7128,-74.0060"
545,312536,Withdrawal,4312.12453784513,2024-06-28 00:00:00,48,USD,9,Completed,ATM,No,2.5,Cash Withdrawal,"40.7128,-74.0060"
546,961749,,9931.96007098969,2024-06-29 00:00:00,479,JPY,17,Reversed,Mobile App,Yes,1,Loan Payment,"52.5200,13.4050"
547,758374,Transfer,3693.29722068196,2024-06-30 00:00:00,179,GBP,15,Completed,Mobile App,Yes,1,Loan Payment,"-33.8688,151.2093"
548,110898,Payment,3645.44925071911,2024-07-01 00:00:00,65,GBP,7,Completed,Mobile App,Yes,1,Utility,"40.7128,-74.0060"
549,645213,Withdrawal,609.614866374609,2024-07-02 00:00:00,134,EUR,14,Completed,ATM,Yes,2.5,Cash Withdrawal,"51.5074,-0.1278"
550,648248,Deposit,6192.49506389831,2024-07-03 00:00:00,332,EUR,17,Pending,Branch,Yes,5,Salary,"40.7128,-74.0060"
551,282042,Payment,3053.89591926587,2024-07-04 00:00:00,109,GBP,7,Completed,POS,Yes,1.5,Utility,"52.5200,13.4050"
552,498698,Withdrawal,2866.42896047488,2024-07-05 00:00:00,478,EUR,20,Completed,ATM,No,2.5,Cash Withdrawal,"52.5200,13.4050"
553,859186,Withdrawal,2737.11915904214,2024-07-06 00:00:00,318,JPY,14,Completed,ATM,Yes,2.5,Cash Withdrawal,"52.5200,13.4050"
554,855099,Transfer,9598.4660428523,2024-07-07 00:00:00,498,JPY,17,Completed,ATM,Yes,2.5,Loan Payment,"51.5074,-0.1278"
555,746629,Payment,1381.44215695043,2024-07-08 00:00:00,165,USD,18,Completed,POS,,1.5,Shopping,"35.6895,139.6917"
556,632690,Transfer,201.949846265334,2024-07-09 00:00:00,275,GBP,23,Completed,Online Banking,Yes,0,Loan Payment,
557,721588,Payment,9008.84575955511,2024-07-10 00:00:00,6,GBP,9,Completed,,Yes,1.5,Travel,"40.7128,-74.0060"
558,790702,Withdrawal,3128.08654084242,2024-07-11 00:00:00,52,JPY,17,Completed,ATM,Yes,2.5,Cash Withdrawal,"52.5200,13.4050"
559,825810,Deposit,1670.39063993457,2024-07-12 00:00:00,449,EUR,1,Completed,Online Banking,No,0,Salary,"52.5200,13.4050"
560,821936,Deposit,5365.85967734976,2024-07-13 00:00:00,231,JPY,20,,Branch,Yes,5,Salary,"40.7128,-74.0060"
561,851388,Transfer,7930.31422041282,2024-07-14 00:00:00,277,JPY,23,Completed,Branch,,,Loan Payment,"52.5200,13.4050"
562,827121,Transfer,1835.90206800862,2024-07-15 00:00:00,232,GBP,12,Completed,ATM,Yes,2.5,Loan Payment,"40.7128,-74.0060"
563,383334,Transfer,2035.01548619471,2024-07-16 00:00:00,359,JPY,6,Completed,Branch,No,5,Loan Payment,"35.6895,139.6917"
564,541749,Withdrawal,8151.33746575644,2024-07-17 00:00:00,376,JPY,21,Completed,ATM,No,2.5,Cash Withdrawal,"35.6895,139.6917"
565,919994,Deposit,4225.85696797815,2024-07-18 00:00:00,368,GBP,1,Pending,Branch,Yes,5,Salary,"-33.8688,151.2093"
566,909845,Withdrawal,147.945779744541,2024-07-19 00:00:00,91,JPY,10,Completed,ATM,Yes,2.5,Cash Withdrawal,"-33.8688,151.2093"
567,710663,Payment,4719.32148688611,2024-07-20 00:00:00,404,USD,15,Completed,Mobile App,Yes,1,Shopping,"35.6895,139.6917"
568,744360,Deposit,5526.71970920091,2024-07-21 00:00:00,162,GBP,17,Completed,Branch,Yes,5,Salary,"40.7128,-74.0060"
569,119374,Transfer,7423.05643289802,2024-07-22 00:00:00,214,USD,7,Completed,Mobile App,Yes,1,Loan Payment,"51.5074,-0.1278"
570,635130,Payment,5199.5848083847,2024-07-23 00:00:00,346,GBP,5,Completed,Mobile App,Yes,1,Shopping,"35.6895,139.6917"
571,614907,Transfer,5941.60786273262,2024-07-24 00:00:00,360,USD,22,Completed,Branch,Yes,5,Loan Payment,"-33.8688,151.2093"
572,350700,Transfer,2503.07736327414,2024-07-25 00:00:00,10,EUR,16,Completed,POS,Yes,1.5,Loan Payment,"40.7128,-74.0060"
573,257435,Withdrawal,7025.45458843695,2024-07-26 00:00:00,403,JPY,19,Completed,ATM,,2.5,Cash Withdrawal,"51.5074,-0.1278"
574,380950,Withdrawal,2347.30445697194,2024-07-27 00:00:00,193,JPY,10,Completed,ATM,No,2.5,Cash Withdrawal,"35.6895,139.6917"
575,125124,Payment,4034.95539193379,2024-07-28 00:00:00,398,JPY,16,Completed,POS,Yes,1.5,,"-33.8688,151.2093"
576,795889,Payment,6437.07925692168,2024-07-29 00:00:00,499,USD,1,Pending,Mobile App,No,1,Travel,"40.7128,-74.0060"
577,479868,Deposit,9303.56649542518,2024-07-30 00:00:00,317,GBP,14,Completed,Branch,Yes,5,Salary,"40.7128,-74.0060"
578,494191,Transfer,5505.04069358472,2024-07-31 00:00:00,263,*^$$,14,Completed,POS,,1.5,Loan Payment,"40.7128,-74.0060"
579,288509,Withdrawal,5645.30714004433,2024-08-01 00:00:00,265,JPY,13,Completed,ATM,Yes,2.5,,"51.5074,-0.1278"
580,579995,Deposit,1073.07714275043,2024-08-02 00:00:00,414,EUR,19,Completed,Online Banking,Yes,0,Salary,"40.7128,-74.0060"
581,781925,Withdrawal,8884.29070055015,2024-08-03 00:00:00,231,GBP,6,Completed,ATM,Yes,2.5,Cash Withdrawal,"52.5200,13.4050"
582,528097,Deposit,992.745322118216,2024-08-04 00:00:00,339,EUR,9,Completed,Branch,Yes,,Salary,"35.6895,139.6917"
583,167556,Payment,4970.96337205527,2024-08-05 00:00:00,293,EUR,13,Completed,POS,No,1.5,Shopping,"52.5200,13.4050"
584,686034,Payment,3185.32065804758,2024-08-06 00:00:00,403,JPY,17,Completed,Mobile App,Yes,1,Shopping,"51.5074,-0.1278"
