AccountNumber,AccountHolder,AccountType,Balance,InterestRate,CreditScore,OpeningDate,LoanAmount,AccountHolderDetails
303093,Susan Jackson,Loan,8863.28222520005,4.44266022700612,607,2020-12-21 00:00:00,38100.353127349,"Sector: Education, Residence: 18 years, City: Tokyo"
206174,John Smith,Savings,16735.1452443563,3.00227514228635,588,2020-12-22 00:00:00,20377.412213115,"Sector: Retail, Residence: 13 years, City: London"
171744,James Wilson,Credit,15868.0037463875,1.50398840969544,636,2020-12-23 00:00:00,28541.2570473356,"Sector: Finance, Residence: 1 years, City: Sydney"
967018,Susan Wilson,Loan,29247.0132852418,3.29118879928277,507,2020-12-24 00:00:00,12239.8599122955,"Sector: Finance, Residence: 11 years, City: Berlin"
991737,Charles Wilson,Savings,35098.0801138853,2.61240623692229,535,2020-12-25 00:00:00,30576.5128848835,"Sector: Finance, Residence: 11 years, City: Tokyo"
724712,William Davis,Checking,5648.19021957022,4.50595335104866,472,2020-12-26 00:00:00,28622.5671441209,"Sector: Education, Residence: 17 years, City: New York"
228352,Susan Johnson,Checking,46015.5860246524,*^$$,565,2020-12-27 00:00:00,17108.1711834208,"Sector: Finance, Residence: 10 years, City: Tokyo"
950770,Robert Anderson,Loan,832.557761892439,3.44612082663303,590,2020-12-28 00:00:00,40723.5410277641,"Sector: Education, Residence: 17 years, City: Berlin"
250802,Sarah Anderson,Savings,48850.466001893,0.974840183734717,500,2020-12-29 00:00:00,5761.54517403346,"Sector: Technology, Residence: 18 years, City: Tokyo"
719629,Elizabeth Smith,Loan,12264.1765868211,2.46053846676916,427,2020-12-30 00:00:00,8823.58182102547,"Sector: Retail, Residence: 10 years, City: Berlin"
290842,James Moore,Loan,28955.2301234394,3.09756984885031,824,2020-12-31 00:00:00,37604.1589978871,"Sector: Retail, Residence: 18 years, City: Berlin"
152932,Jennifer Martinez,Checking,,4.77218036986496,797,2021-01-01 00:00:00,34790.5941353271,"Sector: Technology, Residence: 7 years, City: New York"
750787,William Smith,Checking,167.872122146978,3.19932575031984,468,2021-01-02 00:00:00,24796.0039822734,"Sector: Healthcare, Residence: 20 years, City: Berlin"
196646,Thomas Lopez,Credit,43319.6494644762,2.11930157062106,574,2021-01-03 00:00:00,41639.6279329732,"Sector: Finance, Residence: 9 years, City: Sydney"
559443,Charles Smith,Credit,37005.317372993,3.62232150915881,532,2021-01-04 00:00:00,12491.1428098746,"Sector: Technology, Residence: 10 years, City: Tokyo"
109038,Michael Jones,Checking,18458.4793343996,2.70437122482442,768,2021-01-05 00:00:00,22286.5651007646,"Sector: Technology, Residence: 4 years, City: Tokyo"
174120,,Loan,18670.9071162544,2.52047359196671,408,2021-01-06 00:00:00,11834.2477754697,"Sector: Education, Residence: 17 years, City: London"
505639,Susan Miller,Credit,26918.0953753375,4.9245369596777,810,2021-01-07 00:00:00,41914.2167845696,"Sector: Healthcare, Residence: 1 years, City: Tokyo"
687600,James Garcia,Savings,38999.231799871,3.24705852505971,581,2021-01-08 00:00:00,43974.5635357472,"Sector: Technology, Residence: 4 years, City: Sydney"
815817,William Rodriguez,Savings,46345.3907624389,4.21253241260989,530,2021-01-09 00:00:00,19349.9920165672,"Sector: Education, Residence: 17 years, City: Tokyo"
612670,Thomas Anderson,Checking,24274.5828875906,3.57246517250421,348,2021-01-10 00:00:00,34998.1514382758,"Sector: Healthcare, Residence: 3 years, City: Sydney"
887809,Linda Anderson,Credit,11636.1075683275,4.89876648862731,692,2021-01-11 00:00:00,35301.9889549781,"Sector: Healthcare, Residence: 4 years, City: London"
683053,Jennifer Williams,Credit,17011.4430520356,3.60536115617708,841,2021-01-12 00:00:00,36411.2354217306,"Sector: Healthcare, Residence: 11 years, City: Tokyo"
578371,Charles Lopez,Checking,8756.60016729346,3.69805210843749,417,2021-01-13 00:00:00,15161.740858259,"Sector: Technology, Residence: 1 years, City: London"
343139,Mary Rodriguez,Checking,,1.18232689356189,652,2021-01-14 00:00:00,11738.4920427695,"Sector: Finance, Residence: 9 years, City: Tokyo"
736154,Jessica Wilson,Credit,42771.3556670709,4.6566275676738,581,2021-01-15 00:00:00,45373.5877794709,"Sector: Retail, Residence: 18 years, City: New York"
690299,Karen Rodriguez,Loan,1305.92448876915,3.68542603997591,527,2021-01-16 00:00:00,29846.6575331358,"Sector: Technology, Residence: 16 years, City: New York"
341112,Thomas Thomas,Loan,2305.32560862547,0.560346157193854,339,2021-01-17 00:00:00,39962.8392899167,"Sector: Healthcare, Residence: 11 years, City: Berlin"
700400,William Davis,Savings,3724.41172688824,0.536011184917306,809,2021-01-18 00:00:00,8534.81929980326,"Sector: Technology, Residence: 5 years, City: Sydney"
220607,Charles Hernandez,Loan,21541.8097449032,4.66969554116851,655,2021-01-19 00:00:00,34778.9167093011,"Sector: Technology, Residence: 8 years, City: Tokyo"
232056,Susan Wilson,Savings,9647.47286447904,2.88225351832517,611,2021-01-20 00:00:00,35655.2033782971,"Sector: Healthcare, Residence: 10 years, City: New York"
788166,Susan Lopez,Loan,34995.5076066247,4.84072252800413,720,2021-01-21 00:00:00,22327.642346676,"Sector: Retail, Residence: 2 years, City: Sydney"
167736,Michael Davis,Savings,44646.6621942733,0.686316058174825,770,2021-01-22 00:00:00,29829.7530306788,"Sector: Retail, Residence: 10 years, City: Tokyo"
433677,Jessica Gonzalez,Loan,8862.94874607531,3.52843656095519,527,2021-01-23 00:00:00,28721.3634170647,"Sector: Healthcare, Residence: 7 years, City: Sydney"
845279,Sarah Jones,Credit,23049.0742196391,1.06968344433131,788,2021-01-24 00:00:00,49898.4556741252,"Sector: Healthcare, Residence: 14 years, City: Sydney"
436828,James Martinez,Loan,17259.5447112757,1.55355489733273,531,2021-01-25 00:00:00,21726.0631850328,"Sector: Education, Residence: 3 years, City: Berlin"
772662,Patricia Lopez,Savings,37872.4184925868,1.17698908736426,478,2021-01-26 00:00:00,47071.0445411348,"Sector: Education, Residence: 12 years, City: New York"
356567,Jessica Taylor,Savings,41955.968856199,2.94214901685906,470,2021-01-27 00:00:00,30249.4746638121,"Sector: Education, Residence: 18 years, City: Berlin"
798998,John Jones,Savings,33542.5173158004,4.95250628499288,639,2021-01-28 00:00:00,44707.0077664577,"Sector: Healthcare, Residence: 13 years, City: London"
717964,Karen Garcia,Savings,44182.0461410911,0.869824705338717,431,2021-01-29 00:00:00,49497.2886976688,"Sector: Finance, Residence: 16 years, City: New York"
463702,Barbara Davis,Savings,16185.7400311893,3.16926543901954,733,2021-01-30 00:00:00,20702.2388387149,"Sector: Retail, Residence: 15 years, City: Tokyo"
961561,Jennifer Johnson,Savings,46109.495790805,4.21081214523098,485,2021-01-31 00:00:00,24120.3852587051,"Sector: Retail, Residence: 11 years, City: Sydney"
489894,William Johnson,Loan,8355.46166876152,3.11536579494397,693,2021-02-01 00:00:00,14224.6944464617,"Sector: Retail, Residence: 7 years, City: Berlin"
784085,James Johnson,Credit,15789.156553785,2.48495268062681,492,2021-02-02 00:00:00,41583.9360715901,"Sector: Technology, Residence: 10 years, City: Tokyo"
791852,,Loan,36066.2995096786,0.755239641676927,403,2021-02-03 00:00:00,21657.3175011967,"Sector: Retail, Residence: 12 years, City: Tokyo"
702068,Joseph Taylor,Checking,21202.0671159955,1.69685605141171,313,2021-02-04 00:00:00,10605.6914599411,"Sector: Education, Residence: 14 years, City: Sydney"
442459,Charles Gonzalez,Savings,3307.42343855339,1.56322397414529,645,2021-02-05 00:00:00,11248.9960420915,"Sector: Technology, Residence: 12 years, City: New York"
491658,James Moore,Checking,,3.82031454435426,523,2021-02-06 00:00:00,30075.1717542443,"Sector: Healthcare, Residence: 16 years, City: New York"
332804,Patricia Moore,Checking,27069.9555570363,0.931342823110549,776,2021-02-07 00:00:00,39428.3373592526,"Sector: Retail, Residence: 16 years, City: London"
653729,Barbara Hernandez,Loan,7304.43138992109,3.22342510826403,692,2021-02-08 00:00:00,40595.7449495248,"Sector: Technology, Residence: 17 years, City: Sydney"
747722,John Davis,Credit,39881.3185016454,1.00984687453378,471,2021-02-09 00:00:00,18501.3270799537,"Sector: Education, Residence: 10 years, City: Sydney"
948190,Robert Lopez,Savings,32971.001620989,1.64797733637165,468,2021-02-10 00:00:00,23007.4809881442,"Sector: Retail, Residence: 1 years, City: London"
807233,Karen Martin,Savings,28354.0122823772,3.16421395385304,536,2021-02-11 00:00:00,39671.9381433865,"Sector: Finance, Residence: 20 years, City: Tokyo"
194028,Linda Miller,Checking,16144.2348380602,4.93266932109138,403,2021-02-12 00:00:00,32832.8465592625,"Sector: Education, Residence: 3 years, City: Tokyo"
470701,Charles Jones,Checking,37539.2396209844,1.75534826875439,457,2021-02-13 00:00:00,32267.2291171586,"Sector: Healthcare, Residence: 13 years, City: Sydney"
190031,William Jones,Savings,41349.3587493169,4.46745750066566,538,2021-02-14 00:00:00,32676.0010990117,"Sector: Finance, Residence: 16 years, City: London"
647981,,Loan,36678.2276496026,1.51033796024949,833,2021-02-15 00:00:00,19562.9606163279,"Sector: Technology, Residence: 3 years, City: Sydney"
875740,Charles Moore,Checking,29666.7254189383,2.0916249222292,301,2021-02-16 00:00:00,9492.25972990521,"Sector: Retail, Residence: 14 years, City: Tokyo"
370251,Barbara Gonzalez,Checking,43048.3962576845,4.48801453267474,411,2021-02-17 00:00:00,45763.2276645676,"Sector: Finance, Residence: 1 years, City: London"
826341,John Lopez,Checking,11623.5707767164,1.03873389545229,849,2021-02-18 00:00:00,41037.8865221114,"Sector: Healthcare, Residence: 5 years, City: Tokyo"
871591,Jennifer Brown,Savings,45468.1355548198,2.08492557376473,705,2021-02-19 00:00:00,38446.3334695195,"Sector: Finance, Residence: 15 years, City: Berlin"
648353,Jessica Williams,Loan,19699.1482752895,4.67116166289254,843,2021-02-20 00:00:00,43890.3760912407,"Sector: Education, Residence: 20 years, City: Berlin"
894079,Michael Miller,Checking,,2.16153016260567,701,2021-02-21 00:00:00,12731.9360785906,"Sector: Technology, Residence: 17 years, City: Sydney"
119466,John Gonzalez,Checking,8117.24469910582,3.97899495941996,701,2021-02-22 00:00:00,36219.0618608105,"Sector: Education, Residence: 11 years, City: Berlin"
495448,Michael Taylor,Checking,39752.8939644451,3.58072417436334,476,2021-02-23 00:00:00,18248.8169181592,"Sector: Healthcare, Residence: 3 years, City: London"
953429,Robert Brown,Loan,8502.62174386657,3.75212157666624,653,2021-02-24 00:00:00,21795.1626041441,"Sector: Healthcare, Residence: 10 years, City: New York"
541459,Jennifer Jackson,Checking,26869.4603601974,3.85063267422282,797,2021-02-25 00:00:00,44060.5174612421,"Sector: Healthcare, Residence: 17 years, City: Sydney"
694043,Thomas Davis,Savings,29843.2900101074,1.97274279946668,510,2021-02-26 00:00:00,21937.3456765141,"Sector: Healthcare, Residence: 19 years, City: Berlin"
313522,Jessica Brown,Checking,41964.4118014229,1.77754099488623,832,2021-02-27 00:00:00,23675.2925387932,"Sector: Technology, Residence: 5 years, City: London"
672321,Thomas Smith,Credit,4463.24712800068,1.24562830148363,432,2021-02-28 00:00:00,12811.9660369356,"Sector: Education, Residence: 9 years, City: New York"
450020,Mary Jones,Credit,,4.36322476871053,469,2021-03-01 00:00:00,5797.422174603,"Sector: Education, Residence: 12 years, City: New York"
655084,Jessica Martin,Checking,4874.01662339248,3.23002995121514,688,2021-03-02 00:00:00,30167.1973612778,"Sector: Healthcare, Residence: 3 years, City: Sydney"
865289,David Brown,Loan,2715.17179175478,4.75875855811035,339,2021-03-03 00:00:00,29003.8306654285,"Sector: Technology, Residence: 20 years, City: New York"
953005,David Jackson,Savings,1384.16025415327,4.96531035752656,556,2021-03-04 00:00:00,19863.5376419817,"Sector: Finance, Residence: 15 years, City: Tokyo"
734519,Jennifer Davis,Savings,13749.4212335627,2.79929442540484,650,2021-03-05 00:00:00,13361.9115898634,"Sector: Healthcare, Residence: 14 years, City: Tokyo"
231752,John Brown,Checking,27139.1013177491,1.70862642660258,301,2021-03-06 00:00:00,43837.9675582685,"Sector: Education, Residence: 20 years, City: Tokyo"
401510,Jessica Lopez,Checking,46560.3633909027,4.41724874185726,492,2021-03-07 00:00:00,42733.5405566992,"Sector: Finance, Residence: 13 years, City: Tokyo"
857121,Karen Smith,Credit,35788.1568888847,2.54550118265507,472,2021-03-08 00:00:00,18143.3439991613,"Sector: Technology, Residence: 5 years, City: London"
698483,James Thomas,Loan,36401.7321329134,1.45425057119785,784,2021-03-09 00:00:00,14215.2298047814,"Sector: Retail, Residence: 1 years, City: London"
561648,Michael Jones,Credit,43993.7050983528,1.70594430539029,368,2021-03-10 00:00:00,11774.5318448933,"Sector: Healthcare, Residence: 18 years, City: Sydney"
839173,William Martinez,Loan,40180.8652956871,3.42836605299065,549,2021-03-11 00:00:00,9268.01899256167,"Sector: Technology, Residence: 1 years, City: Berlin"
771223,Jessica Taylor,Credit,35944.9906491719,3.00766624857425,444,2021-03-12 00:00:00,17909.3570125144,"Sector: Technology, Residence: 18 years, City: Sydney"
940376,Susan Hernandez,Checking,,3.47168035600387,574,2021-03-13 00:00:00,7347.27362958734,"Sector: Education, Residence: 5 years, City: Sydney"
370725,Mary Wilson,Credit,17251.3074205686,3.53227657891571,468,2021-03-14 00:00:00,46092.6881850158,"Sector: Finance, Residence: 18 years, City: London"
161495,Jessica Garcia,Credit,28886.4528350195,1.0982463548184,528,2021-03-15 00:00:00,35591.186988585,"Sector: Retail, Residence: 12 years, City: Tokyo"
525528,Mary Brown,Savings,26140.2077746112,1.44694789036061,778,2021-03-16 00:00:00,11555.9455811307,"Sector: Finance, Residence: 15 years, City: Sydney"
498136,Jessica Gonzalez,Checking,24014.0473713024,4.86760448831356,729,2021-03-17 00:00:00,19950.3969140238,"Sector: Education, Residence: 9 years, City: Berlin"
587579,Linda Williams,Savings,1561.54672689248,3.10797969209779,572,2021-03-18 00:00:00,47533.4047015531,"Sector: Technology, Residence: 16 years, City: Berlin"
242551,,Savings,24154.7694096962,3.51668357093756,823,2021-03-19 00:00:00,10753.7623440126,"Sector: Education, Residence: 12 years, City: Berlin"
945486,Michael Martinez,Savings,28053.1805593569,2.67327416877953,414,2021-03-20 00:00:00,8546.47013069273,"Sector: Technology, Residence: 7 years, City: New York"
887245,Elizabeth Wilson,Credit,8858.49412416766,0.720600537215699,683,2021-03-21 00:00:00,43944.6148401799,"Sector: Education, Residence: 3 years, City: Berlin"
392326,James Lopez,Savings,23817.6207589792,0.539100290271762,767,2021-03-22 00:00:00,26358.8873554981,"Sector: Retail, Residence: 13 years, City: Tokyo"
582701,Susan Taylor,Loan,16676.5322159962,0.541391013124368,845,2021-03-23 00:00:00,40719.2525425977,"Sector: Education, Residence: 13 years, City: Berlin"
879612,Elizabeth Rodriguez,Loan,23039.2918966861,1.6502729913672,753,2021-03-24 00:00:00,25459.4230058621,"Sector: Finance, Residence: 5 years, City: Berlin"
885824,Patricia Johnson,Loan,21247.489929846,1.75345425161938,410,2021-03-25 00:00:00,19276.3436968753,"Sector: Retail, Residence: 15 years, City: New York"
232728,Michael Hernandez,Checking,20840.5414425211,2.12035953471896,633,2021-03-26 00:00:00,40476.8785949035,"Sector: Healthcare, Residence: 18 years, City: New York"
389748,Patricia Gonzalez,Savings,6930.58230288222,2.15581346235415,405,2021-03-27 00:00:00,11508.8609092806,"Sector: Retail, Residence: 8 years, City: London"
610011,Richard Moore,Checking,14042.0366014225,4.74699872702762,661,2021-03-28 00:00:00,27039.9242937211,"Sector: Retail, Residence: 2 years, City: Tokyo"
859112,Richard Taylor,Savings,26444.5049021262,1.42258520722223,759,2021-03-29 00:00:00,40873.9142569074,"Sector: Education, Residence: 14 years, City: New York"
834282,Charles Jackson,Checking,36099.2451227109,1.38324648425139,781,2021-03-30 00:00:00,43149.2212974638,"Sector: Technology, Residence: 3 years, City: Tokyo"
393763,Robert Brown,Checking,2031.87181809604,1.10787303565361,468,2021-03-31 00:00:00,14465.5165915514,"Sector: Finance, Residence: 4 years, City: Berlin"
804679,Linda Smith,Checking,47904.3344745718,1.0066734409255,791,2021-04-01 00:00:00,26695.9088989047,"Sector: Retail, Residence: 14 years, City: Berlin"
659057,John Rodriguez,Checking,26740.7384926203,1.92755285991937,720,2021-04-02 00:00:00,14698.9645574483,"Sector: Retail, Residence: 9 years, City: Berlin"
101574,Robert Thomas,Checking,4719.01337417718,3.73496515199149,548,2021-04-03 00:00:00,8423.35973097068,"Sector: Technology, Residence: 15 years, City: Tokyo"
731899,Mary Wilson,Checking,29604.33988658,1.8852483042275,654,2021-04-04 00:00:00,6747.17592018359,"Sector: Education, Residence: 13 years, City: Sydney"
606765,Sarah Gonzalez,Savings,49351.5617991938,2.88354437077936,457,2021-04-05 00:00:00,31737.8318938366,"Sector: Healthcare, Residence: 4 years, City: Tokyo"
418213,Linda Miller,Credit,36393.1205498908,0.693801613385064,712,2021-04-06 00:00:00,48317.4824321007,"Sector: Education, Residence: 5 years, City: London"
794053,Thomas Rodriguez,Loan,9994.06349608147,2.89547880129807,515,2021-04-07 00:00:00,22261.1119890091,"Sector: Education, Residence: 12 years, City: Tokyo"
456843,Barbara Davis,Credit,46106.3289033197,1.13334507902499,829,2021-04-08 00:00:00,45172.2497941213,"Sector: Retail, Residence: 19 years, City: Berlin"
802938,Jessica Anderson,Checking,45190.1425993278,1.28807717355903,415,2021-04-09 00:00:00,34355.0335357555,"Sector: Healthcare, Residence: 1 years, City: New York"
979666,Sarah Wilson,Loan,28195.6557819613,3.7706828104795,434,2021-04-10 00:00:00,36026.4247840691,"Sector: Finance, Residence: 19 years, City: Berlin"
860006,Richard Jones,Checking,1591.72206709441,2.55483050536258,730,2021-04-11 00:00:00,10071.2423711119,"Sector: Retail, Residence: 1 years, City: London"
340617,Barbara Moore,Loan,29997.9561631799,0.961406354913511,807,2021-04-12 00:00:00,18263.096829349,"Sector: Education, Residence: 20 years, City: Tokyo"
151108,David Rodriguez,Credit,46063.964894719,0.801438620265738,511,2021-04-13 00:00:00,7124.56114209113,"Sector: Retail, Residence: 3 years, City: London"
950146,William Davis,Loan,,0.953685390792774,709,2021-04-14 00:00:00,43146.0224750282,"Sector: Retail, Residence: 14 years, City: Tokyo"
453812,John Martinez,Credit,,3.90810350001154,341,2021-04-15 00:00:00,33087.201619734,"Sector: Technology, Residence: 3 years, City: Berlin"
701729,Jessica Johnson,Credit,,1.78379778976395,366,2021-04-16 00:00:00,38417.7808089397,"Sector: Education, Residence: 5 years, City: Tokyo"
861903,David Thomas,Loan,11045.9060851854,4.23049128701262,484,2021-04-17 00:00:00,8852.95194547319,"Sector: Technology, Residence: 8 years, City: Sydney"
907801,Charles Johnson,Loan,12351.8628918768,4.93909935510938,501,2021-04-18 00:00:00,5221.46153988989,"Sector: Technology, Residence: 7 years, City: New York"
656347,William Rodriguez,Checking,31543.3660594296,3.5361875818788,403,2021-04-19 00:00:00,29953.194801794,"Sector: Technology, Residence: 12 years, City: London"
170990,Jessica Martin,Credit,40676.9555457295,4.75675776731309,420,2021-04-20 00:00:00,39384.6692987154,"Sector: Finance, Residence: 19 years, City: New York"
912337,James Williams,Loan,49553.9566319724,3.52036291525203,619,2021-04-21 00:00:00,8213.38153652387,"Sector: Technology, Residence: 18 years, City: London"
464185,Sarah Johnson,Savings,,2.09975648980469,680,2021-04-22 00:00:00,45290.8751177883,"Sector: Healthcare, Residence: 12 years, City: Berlin"
993875,Linda Smith,Credit,35346.9543713257,4.26557642752591,418,2021-04-23 00:00:00,30128.984777972,"Sector: Healthcare, Residence: 6 years, City: New York"
713631,Joseph Garcia,Checking,466.272681289626,1.56377969515264,504,2021-04-24 00:00:00,31761.4332126415,"Sector: Healthcare, Residence: 14 years, City: Tokyo"
299893,Mary Moore,Credit,28570.6878042606,2.13542321481551,768,2021-04-25 00:00:00,13423.2806138314,"Sector: Technology, Residence: 16 years, City: Sydney"
417627,Barbara Jackson,Savings,25489.4474460556,4.98251099179881,592,2021-04-26 00:00:00,43955.9284736038,"Sector: Healthcare, Residence: 19 years, City: London"
833513,Mary Gonzalez,Credit,45546.0947695195,2.81650762097358,749,2021-04-27 00:00:00,31867.1933840863,"Sector: Retail, Residence: 3 years, City: Sydney"
222498,Linda Taylor,Savings,32247.1629329359,2.70100768510937,541,2021-04-28 00:00:00,24910.6683808739,"Sector: Healthcare, Residence: 6 years, City: Sydney"
892138,Michael Thomas,Loan,28482.3881058161,3.56794668670423,574,2021-04-29 00:00:00,6433.0661171534,"Sector: Education, Residence: 7 years, City: Sydney"
645634,Michael Rodriguez,Credit,38041.8349815944,3.85587172248898,762,2021-04-30 00:00:00,9957.01607637156,"Sector: Finance, Residence: 17 years, City: London"
240262,James Taylor,Checking,23062.0792419795,1.51075043658122,679,2021-05-01 00:00:00,24652.1138845136,"Sector: Technology, Residence: 5 years, City: New York"
590599,Barbara Martinez,Checking,13424.5917172166,1.26694170489389,551,2021-05-02 00:00:00,40860.4401557222,"Sector: Retail, Residence: 11 years, City: London"
571485,Sarah Taylor,Loan,28079.2181515941,*^$$,326,2021-05-03 00:00:00,36600.3702114198,"Sector: Healthcare, Residence: 14 years, City: London"
931618,Barbara Hernandez,Savings,17847.54666809,3.91327038772086,593,2021-05-04 00:00:00,31186.6169585238,"Sector: Retail, Residence: 7 years, City: Berlin"
334321,Elizabeth Moore,Savings,23934.6438486178,3.31298851414688,844,2021-05-05 00:00:00,43837.5798641674,"Sector: Healthcare, Residence: 2 years, City: London"
207167,Linda Anderson,Savings,1354.05082351102,4.16320388686028,779,2021-05-06 00:00:00,7805.58385069403,"Sector: Education, Residence: 16 years, City: Sydney"
764347,Jessica Lopez,Loan,12694.5795277824,3.81164569958637,409,2021-05-07 00:00:00,26157.011754713,"Sector: Healthcare, Residence: 17 years, City: Tokyo"
628322,Mary Wilson,Savings,21929.4723904135,4.29858461203771,475,2021-05-08 00:00:00,44415.3085532656,"Sector: Technology, Residence: 14 years, City: Tokyo"
344720,Jessica Johnson,Checking,28931.1762262328,3.28009522568336,816,2021-05-09 00:00:00,9843.38533432037,"Sector: Healthcare, Residence: 19 years, City: Tokyo"
394891,Michael Martinez,Checking,33469.0752202911,1.83528382326039,475,2021-05-10 00:00:00,44318.5168295596,"Sector: Education, Residence: 3 years, City: Sydney"
579616,Patricia Williams,Checking,32516.0851767265,1.49678804817825,817,2021-05-11 00:00:00,14232.8217495192,"Sector: Education, Residence: 1 years, City: Tokyo"
449205,Robert Brown,Loan,,3.57880780957664,456,2021-05-12 00:00:00,16901.3662983719,"Sector: Technology, Residence: 15 years, City: London"
762548,Michael Anderson,Credit,42618.3966763985,3.03133738734196,503,2021-05-13 00:00:00,34736.0246857751,"Sector: Retail, Residence: 18 years, City: Berlin"
323532,William Davis,Savings,4639.70919534575,1.07586823159887,738,2021-05-14 00:00:00,43006.3917166927,"Sector: Retail, Residence: 18 years, City: New York"
920011,Elizabeth Taylor,Credit,15875.2923916111,2.60860365567205,472,2021-05-15 00:00:00,37511.3953841206,"Sector: Technology, Residence: 17 years, City: Sydney"
367523,Barbara Hernandez,Savings,36001.9995002714,3.29527289602676,422,2021-05-16 00:00:00,40664.7251038878,"Sector: Finance, Residence: 9 years, City: Tokyo"
147377,Sarah Miller,Savings,17343.003490758,2.88804193640152,645,2021-05-17 00:00:00,49605.7386939746,"Sector: Education, Residence: 15 years, City: Tokyo"
819952,Michael Johnson,Savings,1936.69385111471,2.42558372008887,611,2021-05-18 00:00:00,16917.7548338526,"Sector: Education, Residence: 2 years, City: Tokyo"
148155,Robert Hernandez,Credit,45953.9378562371,1.87124846686945,706,2021-05-19 00:00:00,8833.82359288284,"Sector: Retail, Residence: 19 years, City: London"
943117,Elizabeth Miller,Savings,21888.4035557138,4.91663017002636,828,2021-05-20 00:00:00,18296.9648922598,"Sector: Education, Residence: 5 years, City: Sydney"
344741,Linda Wilson,Loan,9357.22982511831,2.35622411990036,662,2021-05-21 00:00:00,28945.610828162,"Sector: Finance, Residence: 12 years, City: London"
619305,Sarah Garcia,Checking,24174.7781390639,4.07895982272195,329,2021-05-22 00:00:00,46263.0855036992,"Sector: Technology, Residence: 12 years, City: Berlin"
451536,Patricia Lopez,Checking,19231.3673164177,0.962141683687886,399,2021-05-23 00:00:00,32865.5903421395,"Sector: Healthcare, Residence: 7 years, City: New York"
147745,Mary Garcia,Loan,42410.8457139694,1.09483396987056,475,2021-05-24 00:00:00,14367.8447821865,"Sector: Healthcare, Residence: 19 years, City: London"
731317,Joseph Brown,Credit,25460.3696376891,4.31088064639669,387,2021-05-25 00:00:00,23094.497703607,"Sector: Retail, Residence: 3 years, City: Tokyo"
530894,Charles Garcia,Credit,43395.8805778996,3.20327765744016,430,2021-05-26 00:00:00,32367.1831384363,"Sector: Healthcare, Residence: 11 years, City: Berlin"
719248,Barbara Martin,Loan,13961.9085576681,1.66583317644156,751,2021-05-27 00:00:00,37279.2093013175,"Sector: Education, Residence: 14 years, City: New York"
629678,Patricia Lopez,Credit,,1.90983002853497,809,2021-05-28 00:00:00,5705.42982541836,"Sector: Finance, Residence: 19 years, City: Sydney"
296200,Thomas Garcia,Checking,30467.0998664835,3.82367501694715,318,2021-05-29 00:00:00,42610.031779607,"Sector: Finance, Residence: 12 years, City: New York"
943383,,Savings,35326.6153387264,3.60492804919573,476,2021-05-30 00:00:00,36109.4132192779,"Sector: Finance, Residence: 1 years, City: London"
983854,John Gonzalez,Credit,11310.3620626941,4.24783971431685,713,2021-05-31 00:00:00,32907.6158227881,"Sector: Finance, Residence: 12 years, City: Sydney"
372756,James Davis,Checking,39967.4906561563,1.27133078733796,626,2021-06-01 00:00:00,7584.98811056404,"Sector: Education, Residence: 15 years, City: Berlin"
476299,Jessica Rodriguez,Credit,14731.3303704993,3.28004123878148,650,2021-06-02 00:00:00,18929.6780498067,"Sector: Finance, Residence: 7 years, City: Tokyo"
100406,William Thomas,Loan,2702.66976065359,3.0847212359913,692,2021-06-03 00:00:00,29390.2389769794,"Sector: Technology, Residence: 5 years, City: London"
783385,Thomas Smith,Credit,13597.2054033727,3.40779319098904,679,2021-06-04 00:00:00,43246.5029178521,"Sector: Healthcare, Residence: 17 years, City: New York"
386867,Patricia Martin,Savings,27948.6304304615,2.01013787811947,731,2021-06-05 00:00:00,47465.3115818291,"Sector: Finance, Residence: 14 years, City: Sydney"
162558,Thomas Jones,Savings,12074.8111929039,2.50872121276845,824,2021-06-06 00:00:00,6601.81839155895,"Sector: Healthcare, Residence: 18 years, City: New York"
763996,,Savings,,2.75283442815878,363,2021-06-07 00:00:00,33858.9783143678,"Sector: Technology, Residence: 7 years, City: Tokyo"
748938,Charles Martinez,Loan,26187.1976699544,2.77032004838433,753,2021-06-08 00:00:00,30338.5792341158,"Sector: Healthcare, Residence: 8 years, City: Tokyo"
925564,John Jackson,Checking,45728.8512672476,3.85262577394796,842,2021-06-09 00:00:00,6308.03858005397,"Sector: Healthcare, Residence: 2 years, City: Sydney"
182624,Jessica Anderson,Checking,,2.85520290924447,610,2021-06-10 00:00:00,18338.077834962,"Sector: Finance, Residence: 10 years, City: London"
920306,Michael Martin,Credit,15945.0157496394,4.20123240114338,603,2021-06-11 00:00:00,29073.760724281,"Sector: Technology, Residence: 10 years, City: Tokyo"
740508,William Brown,Loan,4325.38927927925,3.83673638519548,362,2021-06-12 00:00:00,31733.3384550122,"Sector: Retail, Residence: 10 years, City: Tokyo"
979900,Barbara Martinez,Savings,40133.1774498164,4.97582062155676,514,2021-06-13 00:00:00,38904.8969260258,"Sector: Healthcare, Residence: 11 years, City: Berlin"
294326,Joseph Garcia,Credit,45038.943542267,0.696323237160792,828,2021-06-14 00:00:00,38675.9968294519,"Sector: Retail, Residence: 14 years, City: Sydney"
658379,Karen Johnson,Loan,14367.4915082983,2.12145294958799,445,2021-06-15 00:00:00,22564.2709528929,"Sector: Finance, Residence: 5 years, City: Sydney"
