TransactionID,AccountNumber,TransactionType,Amount,TransactionDate,BranchCode,Currency,TransactionStatus,Channel,Fees,GeoLocation
516,660305.0,Transfer,3277.98,2024-03-26,292,GBP,Failed,Mobile App,1.39,"51.5074,-0.1278"
517,983854.0,Payment,9265.9,2022-06-22,124,AUD,Reversed,POS,0.52,"-33.8688,151.2093"
518,372756.0,Withdrawal,1244.81,2019-06-12,106,EUR,Pending,POS,1.02,"52.52,13.405"
519,476299.0,Payment,7999.47,2022-07-24,232,JPY,Pending,POS,8.75,"35.6895,139.6917"
520,100406.0,Deposit,3974.85,2021-05-03,202,GBP,Completed,Online Banking,2.63,"51.5074,-0.1278"
521,783385.0,Deposit,7545.18,2024-07-24,117,USD,Pending,ATM,8.25,"40.7128,-74.006"
522,889504.0,Payment,5534.99,2022-03-08,63,AUD,Failed,Branch,7.18,"-33.8688,151.2093"
523,162558.0,Withdrawal,8118.69,2020-06-04,398,USD,Completed,ATM,9.42,"40.7128,-74.006"
524,763996.0,Deposit,1214.09,2021-01-30,237,JPY,Pending,Branch,8.47,"35.6895,139.6917"
525,748938.0,Payment,1507.84,2021-08-22,160,JPY,Failed,Online Banking,7.85,"35.6895,139.6917"
526,925564.0,Payment,3200.97,2022-07-28,314,AUD,Reversed,ATM,7.96,"-33.8688,151.2093"
527,182624.0,Withdrawal,5225.04,2023-11-14,201,GBP,Pending,POS,9.97,"51.5074,-0.1278"
528,594996.0,Payment,2321.96,2019-07-13,393,JPY,Reversed,Mobile App,7.48,"35.6895,139.6917"
529,740508.0,Deposit,8186.03,2020-11-09,222,JPY,Completed,,1.22,"35.6895,139.6917"
530,979900.0,Withdrawal,4893.15,2019-12-06,210,EUR,Failed,Online Banking,3.42,"52.52,13.405"
531,294326.0,Withdrawal,9181.42,2020-11-25,55,AUD,Pending,Online Banking,0.88,"-33.8688,151.2093"
532,658379.0,Deposit,6220.57,2024-04-04,199,AUD,Completed,Mobile App,5.23,"-33.8688,151.2093"
533,752415.0,Payment,3564.42,2023-12-26,127,EUR,Failed,Branch,3.71,"52.52,13.405"
534,159252.0,Withdrawal,4221.14,2024-03-04,452,GBP,Pending,Mobile App,1.58,"-33.8688,151.2093"
535,330308.0,Transfer,7049.92,2020-03-13,418,USD,Failed,Online Banking,8.02,"40.7128,-74.006"
536,552637.0,Withdrawal,3944.98,2021-08-02,388,JPY,Pending,Branch,0.76,"35.6895,139.6917"
537,784176.0,Deposit,1208.24,2022-12-19,373,AUD,Completed,Online Banking,1.62,"-33.8688,151.2093"
538,163358.0,Withdrawal,4157.26,2019-12-29,316,JPY,Failed,Branch,1.09,"35.6895,139.6917"
539,502535.0,Payment,6906.95,2024-12-11,404,BRL,Failed,Online Banking,8.35,"51.5074,-0.1278"
540,536027.0,Deposit,8254.12,2021-08-23,199,EUR,Failed,POS,1.47,"52.52,13.405"
541,576798.0,Payment,6309.31,2020-06-26,248,EUR,Reversed,Online Banking,10.0,"52.52,13.405"
542,886201.0,Payment,5151.92,2023-05-03,326,JPY,Pending,POS,2.5,"35.6895,139.6917"
543,987854.0,Deposit,7289.36,2019-09-26,474,JPY,Pending,Mobile App,3.38,"35.6895,139.6917"
544,533239.0,Withdrawal,8471.46,2022-03-14,188,USD,Failed,ATM,,"40.7128,-74.006"
545,312536.0,Deposit,2449.94,2024-12-13,154,USD,Completed,Online Banking,6.08,"40.7128,-74.006"
546,961749.0,Deposit,6780.98,2020-05-18,376,EUR,Pending,Online Banking,,"-33.9249,18.4241"
547,758374.0,Withdrawal,5005.2,2019-11-19,208,AUD,Pending,ATM,0.32,"-33.8688,151.2093"
548,110898.0,Withdrawal,775.38,2023-08-14,413,USD,Completed,POS,0.98,"40.7128,-74.006"
549,645213.0,Transfer,3511.76,2020-11-06,371,GBP,Failed,Online Banking,9.15,"51.5074,-0.1278"
550,648248.0,Deposit,3000.66,2019-11-08,216,USD,Completed,Mobile App,7.27,"40.7128,-74.006"
551,282042.0,Transfer,8597.97,2022-03-10,485,EUR,Pending,POS,5.87,"52.52,13.405"
552,498698.0,Transfer,4454.6,2022-02-04,252,EUR,Reversed,Online Banking,2.26,"52.52,13.405"
553,859186.0,Deposit,1223.7,2020-07-12,226,CAD,Reversed,POS,6.3,"52.52,13.405"
554,855099.0,Deposit,1388.52,2022-01-01,163,GBP,Completed,POS,0.03,"51.5074,-0.1278"
555,746629.0,Transfer,8820.0,2021-05-18,224,JPY,Reversed,Branch,9.38,"35.6895,139.6917"
556,632690.0,Withdrawal,7007.58,2024-03-16,474,JPY,Failed,Mobile App,,"35.6895,139.6917"
557,721588.0,Transfer,4915.52,2022-06-30,134,USD,Completed,ATM,1.08,"52.52,13.405"
558,790702.0,Deposit,8422.67,2024-12-21,340,EUR,Failed,Branch,3.67,"52.52,13.405"
559,198037.0,Withdrawal,2732.17,2024-06-10,134,JPY,Failed,Mobile App,3.52,"35.6895,139.6917"
560,745636.0,Payment,2030.56,2022-04-10,52,USD,Pending,Mobile App,,"40.7128,-74.006"
561,981985.0,Transfer,3829.08,2020-08-06,169,EUR,Reversed,,5.53,"52.52,13.405"
562,683863.0,Deposit,1032.69,2024-09-29,270,JPY,Pending,ATM,3.96,"35.6895,139.6917"
563,439184.0,Payment,3623.91,2024-10-08,376,EUR,Failed,POS,9.6,"52.52,13.405"
564,537720.0,Transfer,1270.77,2023-10-10,39,AUD,Reversed,ATM,9.29,
565,678892.0,Withdrawal,8157.75,2023-10-18,369,JPY,Reversed,Mobile App,1.74,"35.6895,139.6917"
566,361522.0,Withdrawal,6125.39,2020-09-12,382,EUR,Reversed,Mobile App,8.52,"52.52,13.405"
567,958812.0,Withdrawal,4988.75,2019-07-01,422,AUD,Reversed,Online Banking,3.43,"-33.8688,151.2093"
568,314311.0,Deposit,5838.64,2020-01-27,270,USD,Failed,POS,6.81,"40.7128,-74.006"
569,241480.0,Payment,2336.55,2023-09-01,311,GBP,Failed,ATM,7.42,"51.5074,-0.1278"
570,965967.0,Payment,1789.91,2021-01-23,132,USD,Pending,ATM,5.93,"40.7128,-74.006"
571,842736.0,Deposit,2025.49,2019-11-05,252,USD,Reversed,POS,6.15,"40.7128,-74.006"
572,859940.0,Deposit,9669.54,2023-01-16,394,AUD,Completed,Mobile App,,"-33.8688,151.2093"
573,609472.0,Deposit,6006.5,2019-07-21,8,AUD,Reversed,Online Banking,2.77,"-33.8688,151.2093"
574,438352.0,Transfer,2161.24,2023-12-06,175,GBP,Completed,ATM,,"51.5074,-0.1278"
575,997085.0,Withdrawal,5244.97,2023-06-28,69,EUR,Pending,Mobile App,0.47,"52.52,13.405"
576,293228.0,Transfer,5837.48,2020-03-01,302,EUR,Reversed,,7.68,"52.52,13.405"
577,410460.0,Transfer,1514.18,2022-04-20,291,JPY,Reversed,Branch,5.49,"35.6895,139.6917"
578,890412.0,Withdrawal,573.97,2024-09-02,117,JPY,Completed,ATM,6.9,"35.6895,139.6917"
579,160902.0,Transfer,1745.35,2023-03-24,432,JPY,Completed,POS,3.05,"-33.9249,18.4241"
580,138073.0,Deposit,4849.2,2021-12-29,323,GBP,Completed,Online Banking,9.7,"51.5074,-0.1278"
581,460408.0,Payment,1174.71,2020-11-19,466,USD,Completed,Online Banking,9.97,"40.7128,-74.006"
582,121787.0,Deposit,7056.12,2021-10-06,248,JPY,Pending,Mobile App,7.71,"35.6895,139.6917"
583,294643.0,Withdrawal,9288.52,2021-07-17,77,GBP,Reversed,Online Banking,4.47,"51.5074,-0.1278"
584,825048.0,Withdrawal,6427.05,2020-05-04,437,USD,Completed,Mobile App,5.7,"40.7128,-74.006"
585,289434.0,Withdrawal,8380.91,2021-08-18,431,AUD,Completed,POS,8.38,"-33.8688,151.2093"
586,909922.0,Withdrawal,9785.36,2021-12-06,33,JPY,Failed,Branch,3.06,"35.6895,139.6917"
587,411624.0,Transfer,8356.57,2019-04-22,156,AUD,Failed,Branch,1.87,"-33.8688,151.2093"
588,110877.0,Payment,8515.46,2020-10-21,238,EUR,Completed,Online Banking,8.9,"52.52,13.405"
589,241536.0,Deposit,9490.44,2019-02-28,443,USD,Pending,POS,7.9,
590,669367.0,Payment,9549.65,2021-01-18,158,GBP,Pending,Branch,5.72,"-33.8688,151.2093"
591,702192.0,Transfer,8639.23,2024-06-27,297,JPY,Reversed,POS,2.2,"35.6895,139.6917"
592,916300.0,Payment,620.46,2024-12-20,82,EUR,Reversed,Branch,1.67,"52.52,13.405"
593,932718.0,Transfer,5277.93,2022-01-01,154,AUD,Pending,Mobile App,0.79,"-33.8688,151.2093"
594,697890.0,Payment,9687.58,2019-08-17,128,GBP,Pending,Mobile App,1.38,"51.5074,-0.1278"
595,634604.0,Deposit,6179.38,2021-04-22,258,GBP,Reversed,POS,6.98,"51.5074,-0.1278"
596,396770.0,Payment,4549.14,2020-04-07,183,USD,Pending,,2.56,"40.7128,-74.006"
597,147588.0,Payment,6021.24,2023-01-09,194,JPY,Completed,POS,9.6,"35.6895,139.6917"
598,993883.0,Deposit,4951.34,2019-06-19,238,AUD,Reversed,Mobile App,1.12,"-33.8688,151.2093"
599,627867.0,Withdrawal,452.95,2024-10-03,266,JPY,Failed,POS,6.1,"35.6895,139.6917"
600,800221.0,Deposit,1914.08,2024-08-31,80,USD,Failed,POS,4.42,"40.7128,-74.006"
601,729164.0,Deposit,1420.47,2019-10-17,270,GBP,Failed,POS,5.57,"51.5074,-0.1278"
602,674332.0,Transfer,159.57,2023-10-04,173,AUD,Reversed,POS,1.36,"-33.8688,151.2093"
603,451667.0,Deposit,7824.6,2020-02-21,312,EUR,Reversed,,0.65,"52.52,13.405"
604,826424.0,Withdrawal,4935.52,2020-08-15,324,EUR,Completed,Mobile App,0.21,"52.52,13.405"
605,763560.0,Transfer,1039.75,2020-12-22,402,BRL,Pending,Mobile App,4.48,
606,778461.0,Payment,5460.24,2024-08-12,103,AUD,Failed,Branch,0.6,"-33.8688,151.2093"
607,337302.0,Payment,664.38,2024-07-18,274,JPY,Failed,Online Banking,7.83,"35.6895,139.6917"
608,284492.0,,2430.38,2023-01-16,28,GBP,Pending,ATM,3.58,"51.5074,-0.1278"
609,471787.0,Transfer,6911.48,2024-04-17,313,JPY,Pending,Online Banking,8.82,"35.6895,139.6917"
610,666629.0,Transfer,7454.03,2024-12-01,276,AUD,Completed,Mobile App,2.65,"35.6895,139.6917"
611,572400.0,Transfer,1807.63,2024-07-26,2,EUR,Failed,ATM,9.43,"52.52,13.405"
612,473441.0,Transfer,3420.27,2023-03-08,454,JPY,Reversed,ATM,9.76,"40.7128,-74.006"
613,982637.0,Deposit,2474.73,2024-12-02,449,GBP,Reversed,ATM,7.9,"51.5074,-0.1278"
614,893199.0,Withdrawal,8222.53,2022-01-19,235,AED,Reversed,POS,5.43,"-33.8688,151.2093"
615,589885.0,Transfer,1588.79,2021-06-02,360,AUD,Failed,Branch,7.75,"-33.8688,151.2093"
616,133004.0,Payment,7258.93,2022-04-27,328,AUD,Completed,Mobile App,7.36,"-33.8688,151.2093"
617,562678.0,Deposit,4730.97,2019-12-01,259,AUD,Reversed,Branch,8.97,"-33.8688,151.2093"
618,469304.0,Deposit,5254.5,2021-01-20,321,AUD,Failed,ATM,1.41,"-33.8688,151.2093"
619,626056.0,Withdrawal,7249.72,2022-02-13,311,AUD,Completed,Branch,1.86,"-33.8688,151.2093"
620,243536.0,Payment,1137.9,2022-06-19,151,USD,Failed,Online Banking,2.73,"40.7128,-74.006"
621,123664.0,Deposit,6897.37,2019-10-27,29,EUR,Reversed,ATM,7.3,"52.52,13.405"
622,938020.0,Withdrawal,8783.83,2021-09-18,252,EUR,Pending,POS,3.81,"52.52,13.405"
623,871955.0,Payment,2926.8,2022-08-15,386,EUR,Reversed,ATM,9.02,"52.52,13.405"
624,920944.0,Transfer,5603.9,2020-12-27,23,JPY,Completed,POS,1.1,"51.5074,-0.1278"
625,683625.0,Transfer,8542.12,2024-11-05,22,GBP,Reversed,Mobile App,9.41,"51.5074,-0.1278"
626,890501.0,Transfer,920.56,2023-04-11,488,GBP,Pending,Online Banking,6.62,"51.5074,-0.1278"
627,728435.0,Deposit,4436.66,2022-06-22,411,USD,Completed,,4.42,"40.7128,-74.006"
628,719536.0,Payment,6131.62,2019-08-14,3,EUR,Failed,ATM,1.68,"52.52,13.405"
629,701239.0,Withdrawal,1189.34,2023-08-19,77,AED,Reversed,Mobile App,9.65,"40.7128,-74.006"
630,720979.0,Payment,3435.81,2020-04-24,237,AUD,Failed,POS,2.61,"-33.8688,151.2093"
631,481249.0,Transfer,4193.85,2019-11-05,403,GBP,Failed,ATM,8.54,"51.5074,-0.1278"
632,892378.0,Deposit,4118.76,2022-02-07,386,JPY,Completed,ATM,8.63,"35.6895,139.6917"
633,708246.0,Deposit,100.93,2019-06-30,132,USD,Pending,,9.35,"40.7128,-74.006"
634,187452.0,Transfer,8150.05,2020-10-03,76,JPY,Failed,Online Banking,5.33,"51.5074,-0.1278"
635,402741.0,Transfer,9327.8,2020-11-02,492,USD,Failed,Mobile App,4.4,"40.7128,-74.006"
636,848567.0,Withdrawal,6206.41,2023-06-29,464,USD,Reversed,Mobile App,5.65,"40.7128,-74.006"
637,845004.0,Payment,7666.82,2019-07-17,140,AUD,Completed,Branch,5.57,"-33.8688,151.2093"
638,834726.0,Payment,1695.77,2024-05-03,432,JPY,Failed,Branch,7.73,"35.6895,139.6917"
639,833675.0,Deposit,7768.63,2020-02-25,293,USD,Completed,Mobile App,2.26,"40.7128,-74.006"
640,597740.0,Payment,9658.21,2024-11-14,124,USD,Failed,Online Banking,5.91,"40.7128,-74.006"
641,873671.0,Payment,8869.18,2020-08-11,5,EUR,Pending,ATM,3.16,"35.6895,139.6917"
642,260143.0,Withdrawal,1254.53,2024-10-13,295,JPY,Completed,Branch,6.07,"35.6895,139.6917"
643,270204.0,Deposit,9543.12,2020-12-05,206,GBP,Reversed,Branch,1.2,"51.5074,-0.1278"
644,786039.0,Deposit,1922.04,2021-06-11,349,GBP,Failed,ATM,0.85,"51.5074,-0.1278"
645,927932.0,Deposit,9533.46,2021-03-31,196,JPY,Failed,POS,0.98,"35.6895,139.6917"
646,278842.0,Payment,4732.82,2022-12-14,128,JPY,Failed,ATM,8.92,"35.6895,139.6917"
647,583312.0,Payment,769.15,2021-04-05,299,GBP,Failed,Branch,3.31,"51.5074,-0.1278"
648,762865.0,Payment,6515.51,2019-09-12,419,USD,Pending,Branch,0.18,"40.7128,-74.006"
649,313550.0,Payment,944.72,2024-01-13,428,USD,Failed,Online Banking,5.3,"40.7128,-74.006"
650,761121.0,Transfer,2662.21,2021-10-05,155,GBP,Reversed,POS,0.32,"52.52,13.405"
651,933429.0,Transfer,3720.85,2023-08-03,426,AUD,Completed,POS,4.53,"-33.8688,151.2093"
652,699333.0,Withdrawal,2900.75,2023-01-17,118,AUD,Reversed,Mobile App,0.66,"-33.8688,151.2093"
653,790602.0,,5015.5,2020-01-26,189,JPY,Failed,Mobile App,9.83,"35.6895,139.6917"
654,203993.0,Deposit,8812.48,2020-12-26,146,AUD,Completed,ATM,1.59,"-33.8688,151.2093"
655,475720.0,Withdrawal,6554.49,2023-10-19,381,EUR,Failed,ATM,3.91,"52.52,13.405"
656,858622.0,Withdrawal,508.01,2020-12-19,309,JPY,Completed,Mobile App,6.26,"35.6895,139.6917"
657,325479.0,Withdrawal,23.5,2024-12-08,401,AUD,Reversed,Mobile App,,"-33.8688,151.2093"
658,530933.0,Withdrawal,5291.26,2023-03-02,176,EUR,Pending,POS,9.56,"51.5074,-0.1278"
659,977969.0,Deposit,8153.95,2023-01-09,20,EUR,Completed,POS,1.62,"52.52,13.405"
660,762704.0,Withdrawal,6255.84,2021-12-21,325,USD,Failed,Branch,3.39,"-33.8688,151.2093"
661,941994.0,Deposit,7473.3,2022-01-11,405,JPY,Pending,Online Banking,0.88,"35.6895,139.6917"
662,890134.0,Transfer,8678.79,2024-11-17,295,JPY,Completed,Online Banking,,"-33.8688,151.2093"
663,490001.0,Payment,5984.39,2019-08-13,400,JPY,Failed,POS,8.74,"35.6895,139.6917"
664,399568.0,Payment,4325.28,2024-03-13,311,GBP,Pending,Branch,3.03,"51.5074,-0.1278"
665,634977.0,Payment,9348.36,2021-11-30,319,GBP,Failed,ATM,2.05,"51.5074,-0.1278"
666,842673.0,Payment,8552.37,2019-10-31,484,USD,Pending,Branch,2.07,"40.7128,-74.006"
667,529303.0,Withdrawal,9620.87,2019-06-02,209,SGD,Completed,POS,6.37,"51.5074,-0.1278"
668,858286.0,Withdrawal,7759.77,2022-11-24,190,USD,Pending,Online Banking,7.23,"40.7128,-74.006"
669,443042.0,Payment,6692.83,2024-09-01,20,JPY,Pending,Mobile App,7.89,"35.6895,139.6917"
670,312686.0,Payment,347.14,2023-02-27,495,AUD,Failed,Branch,7.91,
671,310588.0,Payment,7995.09,2024-03-13,35,EUR,Reversed,Mobile App,3.94,"52.52,13.405"
672,977860.0,Transfer,2692.57,2022-04-11,468,EUR,Pending,Online Banking,3.94,"52.52,13.405"
673,845265.0,Withdrawal,3181.65,2022-10-02,55,USD,Failed,POS,0.51,"40.7128,-74.006"
674,886867.0,Payment,3728.72,2019-03-16,54,AUD,Reversed,Branch,,"-33.8688,151.2093"
675,895721.0,Payment,8715.3,2024-10-15,29,GBP,Failed,ATM,0.95,"51.5074,-0.1278"
676,620344.0,Transfer,4197.2,2024-05-21,210,EUR,Reversed,Online Banking,9.39,"52.52,13.405"
677,878509.0,,8860.65,2022-11-30,420,EUR,Reversed,,5.64,"52.52,13.405"
678,254745.0,Deposit,1012.51,2021-01-17,71,AUD,Completed,ATM,0.0,"-33.8688,151.2093"
679,327793.0,,6876.35,2024-12-20,40,JPY,Pending,,8.26,
680,832122.0,Payment,2837.97,2024-01-27,413,USD,Completed,,9.81,"40.7128,-74.006"
681,914019.0,Deposit,4284.23,2020-08-31,340,GBP,Failed,Mobile App,7.22,"51.5074,-0.1278"
682,122094.0,,5495.28,2019-07-25,423,JPY,Completed,POS,7.79,"51.5074,-0.1278"
683,277429.0,Deposit,1556.97,2023-03-02,213,EUR,Completed,ATM,1.83,"52.52,13.405"
684,148061.0,Payment,3851.79,2023-12-27,325,USD,Completed,POS,6.67,"40.7128,-74.006"
685,984214.0,Withdrawal,3686.29,2022-12-31,181,AED,Pending,Mobile App,7.56,"35.6895,139.6917"
686,401985.0,Transfer,7105.79,2021-06-06,84,GBP,Reversed,POS,0.64,"51.5074,-0.1278"
687,869765.0,Withdrawal,1456.34,2019-08-08,189,SGD,Reversed,Mobile App,8.67,"-33.8688,151.2093"
688,875562.0,Deposit,3984.45,2020-05-16,448,JPY,Reversed,Mobile App,1.11,"-23.5505,-46.6333"
689,446821.0,Deposit,8815.26,2024-08-24,39,GBP,Completed,Online Banking,1.34,"51.5074,-0.1278"
690,800710.0,Deposit,7905.06,2019-12-20,367,GBP,Reversed,POS,2.85,"-33.8688,151.2093"
691,178167.0,Deposit,2724.53,2022-04-30,180,EUR,Pending,Branch,5.03,"52.52,13.405"
692,193639.0,Withdrawal,5840.28,2023-07-07,445,USD,Reversed,Online Banking,1.51,"51.5074,-0.1278"
693,217280.0,Withdrawal,7494.92,2021-05-04,464,CAD,Reversed,Mobile App,8.68,"40.7128,-74.006"
694,996520.0,Deposit,2247.47,2022-10-08,64,JPY,Failed,ATM,8.67,"35.6895,139.6917"
695,557614.0,Transfer,9168.09,2023-11-02,45,JPY,Completed,Mobile App,8.72,"35.6895,139.6917"
696,429354.0,Withdrawal,8796.53,2023-06-15,93,USD,Reversed,POS,0.82,"40.7128,-74.006"
697,930479.0,Payment,4621.77,2019-09-10,97,USD,Failed,Branch,0.65,"40.7128,-74.006"
698,483769.0,Deposit,774.18,2019-06-15,391,AUD,Pending,ATM,0.39,"-33.8688,151.2093"
699,711869.0,Deposit,3788.01,2019-09-03,146,EUR,Completed,Online Banking,4.15,"52.52,13.405"
700,910723.0,Withdrawal,8288.99,2023-10-12,235,USD,Completed,Online Banking,6.65,"40.7128,-74.006"
701,334299.0,Payment,3222.46,2024-01-28,388,GBP,Completed,POS,1.68,"51.5074,-0.1278"
702,716955.0,Deposit,9607.91,2024-08-04,126,AUD,Pending,Branch,9.56,"-33.8688,151.2093"
703,990727.0,Payment,8559.32,2021-06-14,281,AUD,Failed,ATM,,"-33.8688,151.2093"
704,596415.0,Withdrawal,8857.97,2019-10-30,468,USD,Failed,ATM,2.16,"40.7128,-74.006"
705,750752.0,Withdrawal,3423.01,2022-04-05,276,EUR,Reversed,ATM,8.63,"52.52,13.405"
706,637547.0,Deposit,328.85,2021-01-19,353,INR,Completed,ATM,6.0,"52.52,13.405"
707,592563.0,Payment,6602.23,2023-10-27,303,GBP,Failed,ATM,8.7,"51.5074,-0.1278"
708,731290.0,Transfer,6750.21,2022-01-12,369,USD,Reversed,ATM,,"40.7128,-74.006"
709,995933.0,Deposit,9649.15,2023-05-25,412,AUD,Pending,Branch,,"-33.8688,151.2093"
710,947781.0,Transfer,4957.24,2019-01-12,3,AUD,Completed,Online Banking,0.49,"-33.8688,151.2093"
711,757634.0,Payment,846.45,2024-06-08,164,EUR,Completed,ATM,5.18,"52.52,13.405"
712,110040.0,Withdrawal,9102.7,2019-04-12,21,GBP,Reversed,Online Banking,2.72,"51.5074,-0.1278"
713,716239.0,Payment,7177.82,2019-08-05,402,JPY,Completed,Online Banking,8.41,"35.6895,139.6917"
714,850639.0,Withdrawal,1082.5,2020-04-01,3,JPY,Failed,POS,9.66,
715,133095.0,Payment,7087.25,2020-11-14,313,USD,Completed,Mobile App,,"40.7128,-74.006"
716,799466.0,Payment,4873.04,2020-04-24,276,EUR,Failed,Branch,3.56,"52.52,13.405"
717,418998.0,Withdrawal,9953.18,2023-01-11,282,EUR,Reversed,Branch,9.1,
718,110018.0,Transfer,5109.16,2020-02-24,295,EUR,Failed,ATM,2.35,"52.52,13.405"
719,191172.0,Transfer,6547.76,2021-06-14,132,EUR,Pending,Online Banking,9.61,"52.52,13.405"
720,756508.0,Transfer,7453.44,2021-11-11,331,USD,Pending,POS,5.51,"40.7128,-74.006"
721,888443.0,Withdrawal,4419.23,2020-06-28,167,AUD,Failed,Mobile App,6.09,"-33.8688,151.2093"
722,729243.0,Payment,6905.57,2022-09-20,101,GBP,Failed,Online Banking,2.08,"51.5074,-0.1278"
723,813438.0,Payment,7834.68,2022-06-13,169,JPY,Failed,Branch,1.32,"35.6895,139.6917"
724,833714.0,Withdrawal,7646.22,2023-03-07,212,USD,Pending,ATM,7.59,"40.7128,-74.006"
725,398748.0,Deposit,5226.81,2023-10-10,223,AUD,Completed,ATM,0.51,"-33.8688,151.2093"
726,285001.0,Withdrawal,5086.89,2021-03-15,113,USD,Completed,ATM,1.35,"40.7128,-74.006"
727,682026.0,Transfer,9169.05,2024-07-21,158,USD,Completed,Mobile App,5.63,"40.7128,-74.006"
728,598508.0,Withdrawal,1937.31,2022-09-06,82,EUR,Completed,Online Banking,4.11,"52.52,13.405"
729,183581.0,Transfer,9924.99,2022-12-25,433,USD,Failed,Branch,1.54,"40.7128,-74.006"
730,246666.0,Deposit,2556.64,2022-05-21,347,EUR,Failed,Online Banking,0.61,"52.52,13.405"
731,475911.0,Transfer,5382.84,2024-10-20,171,JPY,Completed,Online Banking,2.89,"35.6895,139.6917"
732,507435.0,Transfer,3512.7,2019-01-01,173,USD,Pending,Mobile App,5.42,"40.7128,-74.006"
733,994893.0,Transfer,7940.97,2021-10-25,495,GBP,Reversed,Branch,4.79,"51.5074,-0.1278"
734,890729.0,Deposit,1430.44,2019-05-13,416,EUR,Pending,Mobile App,3.61,"52.52,13.405"
735,639992.0,Withdrawal,3827.9,2020-01-31,154,AUD,Failed,POS,7.78,"-33.8688,151.2093"
736,178253.0,Payment,9100.91,2024-05-19,491,JPY,Failed,Branch,2.52,"35.6895,139.6917"
737,555939.0,,2781.22,2023-04-21,387,USD,Reversed,ATM,5.29,"40.7128,-74.006"
738,317813.0,Withdrawal,3978.41,2020-09-08,75,EUR,Pending,Branch,9.6,"52.52,13.405"
739,139679.0,Deposit,8010.64,2020-11-05,368,USD,Reversed,Mobile App,8.79,"40.7128,-74.006"
740,546333.0,Payment,9854.35,2019-12-15,28,JPY,Completed,Branch,8.61,"35.6895,139.6917"
741,409971.0,Deposit,4964.99,2023-09-30,297,GBP,Completed,POS,9.33,"51.5074,-0.1278"
742,682297.0,Payment,4892.11,2023-06-08,188,GBP,Reversed,POS,6.7,"51.5074,-0.1278"
743,233957.0,Withdrawal,9963.02,2024-04-09,381,USD,Completed,Branch,1.47,"40.7128,-74.006"
744,155215.0,Transfer,1706.4,2023-11-16,450,GBP,Pending,Mobile App,8.32,"51.5074,-0.1278"
745,283326.0,Payment,4089.16,2022-10-08,486,GBP,Reversed,Mobile App,9.57,"51.5074,-0.1278"
746,559666.0,Transfer,3671.52,2023-04-19,468,GBP,Reversed,Branch,3.43,"51.5074,-0.1278"
747,702894.0,Deposit,1786.38,2022-09-14,441,JPY,Reversed,Branch,0.97,"35.6895,139.6917"
748,688244.0,Transfer,746.05,2021-01-30,423,USD,Completed,Online Banking,3.37,"51.5074,-0.1278"
749,853498.0,,5969.36,2019-11-25,3,EUR,Reversed,Mobile App,0.25,"52.52,13.405"
750,964957.0,Withdrawal,2293.89,2023-09-02,437,JPY,Pending,ATM,8.97,"35.6895,139.6917"
751,782081.0,Transfer,3546.41,2019-09-30,289,EUR,Completed,POS,3.62,"52.52,13.405"
752,305079.0,Payment,8005.04,2022-07-03,400,GBP,Failed,Online Banking,0.07,"51.5074,-0.1278"
753,667120.0,Transfer,2010.34,2019-01-19,243,EUR,Reversed,Online Banking,7.93,"52.52,13.405"
754,468139.0,Deposit,2849.01,2024-01-08,380,JPY,Reversed,POS,7.99,"35.6895,139.6917"
755,445577.0,Transfer,5132.1,2022-12-05,279,EUR,Reversed,Mobile App,6.74,"52.52,13.405"
756,631603.0,Withdrawal,2468.46,2024-12-10,188,AUD,Pending,Mobile App,6.67,"-33.8688,151.2093"
757,832047.0,,1392.04,2022-03-07,392,JPY,Reversed,Branch,4.49,
758,646072.0,Withdrawal,3450.04,2020-12-11,210,GBP,Failed,ATM,2.79,"51.5074,-0.1278"
759,840674.0,Withdrawal,737.58,2019-12-28,430,GBP,Completed,ATM,3.18,"51.5074,-0.1278"
760,180957.0,,2755.3,2019-03-29,139,CAD,Completed,POS,4.2,"40.7128,-74.006"
761,746127.0,,7013.04,2024-05-28,126,EUR,Completed,Online Banking,2.67,"52.52,13.405"
762,989855.0,Payment,767.75,2024-06-17,285,AUD,Failed,Mobile App,5.62,"51.5074,-0.1278"
763,656500.0,Transfer,4404.04,2023-07-22,262,AUD,Failed,Online Banking,,"-33.8688,151.2093"
764,459732.0,Deposit,2433.7,2022-12-04,488,AUD,Reversed,ATM,9.34,"-33.8688,151.2093"
765,721003.0,Payment,8545.96,2019-08-22,132,GBP,Reversed,Online Banking,9.36,"51.5074,-0.1278"
766,228660.0,Transfer,5674.67,2022-02-17,455,AUD,Failed,Branch,4.23,"-33.8688,151.2093"
767,671909.0,Withdrawal,9227.89,2019-07-19,6,AUD,Pending,Branch,3.04,"-33.8688,151.2093"
768,720246.0,Withdrawal,5959.55,2021-12-22,152,EUR,Pending,,6.81,"43.65107,-79.347015"
769,262504.0,Transfer,3815.99,2020-04-23,442,EUR,Failed,Branch,0.55,"52.52,13.405"
770,889665.0,Transfer,6266.29,2023-06-28,220,JPY,Pending,Branch,8.95,"35.6895,139.6917"
771,960451.0,Transfer,555.41,2024-05-22,443,GBP,Reversed,Branch,2.42,"51.5074,-0.1278"
772,331616.0,Withdrawal,4132.58,2019-11-11,236,JPY,Failed,POS,3.42,"25.276987,55.296249"
